train_acc,step,train_loss,epoch,val_loss,val_acc
0.96875,5649,0.2247510850429535,6,,
0.953125,5699,0.13842004537582397,6,,
0.9375,5749,0.17491236329078674,6,,
0.953125,5799,0.15330365300178528,6,,
0.921875,5849,0.3361799120903015,6,,
0.921875,5899,0.2066613733768463,6,,
0.890625,5949,0.24481245875358582,6,,
0.890625,5999,0.2738465666770935,6,,
0.96875,6049,0.1298607736825943,6,,
0.953125,6099,0.23637014627456665,6,,
0.953125,6149,0.18873277306556702,6,,
0.9375,6199,0.19309407472610474,6,,
0.890625,6249,0.34836912155151367,6,,
0.984375,6299,0.15164989233016968,6,,
0.953125,6349,0.1654776930809021,6,,
0.984375,6399,0.12889626622200012,6,,
0.96875,6449,0.14763198792934418,6,,
0.984375,6499,0.14467239379882812,6,,
0.90625,6549,0.27458539605140686,6,,
,6558,,6,0.49139708280563354,0.8865184187889099
0.984375,6599,0.1474032998085022,7,,
0.953125,6649,0.161810964345932,7,,
0.875,6699,0.31744423508644104,7,,
0.953125,6749,0.19604653120040894,7,,
0.953125,6799,0.1749514490365982,7,,
0.984375,6849,0.13315951824188232,7,,
0.96875,6899,0.17552927136421204,7,,
0.984375,6949,0.11202207207679749,7,,
0.96875,6999,0.14330065250396729,7,,
0.953125,7049,0.1800062209367752,7,,
1.0,7099,0.10597813129425049,7,,
0.984375,7149,0.14377140998840332,7,,
0.96875,7199,0.16539430618286133,7,,
0.953125,7249,0.16288430988788605,7,,
0.96875,7299,0.19861538708209991,7,,
0.96875,7349,0.17016859352588654,7,,
0.953125,7399,0.18593242764472961,7,,
0.96875,7449,0.14983418583869934,7,,
,7495,,7,0.5015414357185364,0.8841145634651184
0.96875,7499,0.22470635175704956,8,,
0.96875,7549,0.16451069712638855,8,,
0.96875,7599,0.1520484983921051,8,,
0.953125,7649,0.20441359281539917,8,,
0.96875,7699,0.12629447877407074,8,,
0.953125,7749,0.18944624066352844,8,,
1.0,7799,0.12092519551515579,8,,
0.953125,7849,0.23329870402812958,8,,
0.9375,7899,0.19760683178901672,8,,
0.984375,7949,0.12178592383861542,8,,
1.0,7999,0.11543571949005127,8,,
0.984375,8049,0.12784390151500702,8,,
0.96875,8099,0.18852561712265015,8,,
0.953125,8149,0.15097790956497192,8,,
0.9375,8199,0.16276690363883972,8,,
0.953125,8249,0.19774258136749268,8,,
0.96875,8299,0.13475430011749268,8,,
1.0,8349,0.0983550101518631,8,,
0.953125,8399,0.1840076893568039,8,,
,8432,,8,0.47537603974342346,0.8944311141967773
0.96875,8449,0.20487457513809204,9,,
0.953125,8499,0.15696042776107788,9,,
0.96875,8549,0.1671091616153717,9,,
1.0,8599,0.11203660815954208,9,,
0.96875,8649,0.14059191942214966,9,,
0.984375,8699,0.14551007747650146,9,,
0.953125,8749,0.2282107174396515,9,,
0.96875,8799,0.14263971149921417,9,,
0.953125,8849,0.2094103991985321,9,,
0.96875,8899,0.1377134621143341,9,,
1.0,8949,0.10821554064750671,9,,
0.984375,8999,0.12400542944669724,9,,
0.953125,9049,0.17500810325145721,9,,
0.9375,9099,0.21921804547309875,9,,
0.984375,9149,0.14087215065956116,9,,
1.0,9199,0.11262692511081696,9,,
0.921875,9249,0.254711776971817,9,,
0.984375,9299,0.11601058393716812,9,,
0.9375,9349,0.21191903948783875,9,,
,9369,,9,0.47928816080093384,0.8947315812110901
0.984375,9399,0.13367584347724915,10,,
1.0,9449,0.09552440792322159,10,,
0.984375,9499,0.13578924536705017,10,,
0.96875,9549,0.13313670456409454,10,,
0.953125,9599,0.15477944910526276,10,,
0.984375,9649,0.14141634106636047,10,,
0.9375,9699,0.19340631365776062,10,,
0.96875,9749,0.16507919132709503,10,,
0.9375,9799,0.2212182879447937,10,,
0.9375,9849,0.28025656938552856,10,,
0.984375,9899,0.14917612075805664,10,,
0.984375,9949,0.15547868609428406,10,,
0.984375,9999,0.13974887132644653,10,,
0.96875,10049,0.2004310041666031,10,,
0.9375,10099,0.1807475984096527,10,,
0.96875,10149,0.12614105641841888,10,,
0.953125,10199,0.2911706268787384,10,,
0.984375,10249,0.13409481942653656,10,,
0.984375,10299,0.1362076699733734,10,,
,10306,,10,0.5115860104560852,0.8932291865348816
0.984375,10349,0.13755255937576294,11,,
0.96875,10399,0.14983825385570526,11,,
0.96875,10449,0.17385852336883545,11,,
0.9375,10499,0.24879291653633118,11,,
0.90625,10549,0.21921765804290771,11,,
0.9375,10599,0.21307271718978882,11,,
0.953125,10649,0.18086090683937073,11,,
0.984375,10699,0.1255343109369278,11,,
0.953125,10749,0.16822589933872223,11,,
0.9375,10799,0.2097478210926056,11,,
0.96875,10849,0.1544426828622818,11,,
0.953125,10899,0.18627473711967468,11,,
0.984375,10949,0.12324363738298416,11,,
0.953125,10999,0.6131163239479065,11,,
0.953125,11049,0.19025367498397827,11,,
0.984375,11099,0.12588289380073547,11,,
0.953125,11149,0.23818734288215637,11,,
1.0,11199,0.11243432760238647,11,,
,11243,,11,0.536676287651062,0.8933293223381042
0.9375,11249,0.18142256140708923,12,,
0.984375,11299,0.16407322883605957,12,,
0.984375,11349,0.12304794788360596,12,,
0.984375,11399,0.14582882821559906,12,,
1.0,11449,0.1036963164806366,12,,
0.953125,11499,0.20050457119941711,12,,
0.984375,11549,0.1665540635585785,12,,
0.984375,11599,0.1517435610294342,12,,
0.984375,11649,0.11084751784801483,12,,
0.984375,11699,0.16617223620414734,12,,
0.90625,11749,0.3338836133480072,12,,
0.96875,11799,0.15218926966190338,12,,
0.96875,11849,0.13503645360469818,12,,
0.984375,11899,0.16960130631923676,12,,
0.9375,11949,0.1990341693162918,12,,
0.921875,11999,0.24618381261825562,12,,
1.0,12049,0.12731118500232697,12,,
1.0,12099,0.12154016643762589,12,,
0.9375,12149,0.22381681203842163,12,,
,12180,,12,0.5024110674858093,0.8949319124221802
0.96875,12199,0.1690540909767151,13,,
1.0,12249,0.12375746667385101,13,,
0.9375,12299,0.20232921838760376,13,,
0.90625,12349,0.2576478123664856,13,,
0.953125,12399,0.27328231930732727,13,,
0.9375,12449,0.17216375470161438,13,,
0.96875,12499,0.19641762971878052,13,,
0.984375,12549,0.1029374822974205,13,,
0.953125,12599,0.18377456068992615,13,,
0.953125,12649,0.208966463804245,13,,
0.9375,12699,0.3526240289211273,13,,
0.984375,12749,0.11879248917102814,13,,
0.984375,12799,0.22243890166282654,13,,
0.984375,12849,0.13311338424682617,13,,
0.875,12899,0.31013110280036926,13,,
0.890625,12949,0.295143723487854,13,,
1.0,12999,0.12057384848594666,13,,
0.953125,13049,0.15301471948623657,13,,
0.984375,13099,0.1305590569972992,13,,
,13117,,13,0.5096365809440613,0.8944311141967773
1.0,13149,0.1140832006931305,14,,
0.9375,13199,0.2139931321144104,14,,
0.96875,13249,0.14210841059684753,14,,
0.96875,13299,0.12818089127540588,14,,
0.953125,13349,0.1442510187625885,14,,
0.984375,13399,0.11968933045864105,14,,
0.953125,13449,0.1863490343093872,14,,
1.0,13499,0.11262814700603485,14,,
0.953125,13549,0.13352417945861816,14,,
0.96875,13599,0.16186755895614624,14,,
0.9375,13649,0.1948600858449936,14,,
0.984375,13699,0.14258210361003876,14,,
0.96875,13749,0.18240952491760254,14,,
0.984375,13799,0.12195615470409393,14,,
0.9375,13849,0.19519975781440735,14,,
0.984375,13899,0.1287057101726532,14,,
0.96875,13949,0.14437046647071838,14,,
1.0,13999,0.109876349568367,14,,
0.953125,14049,0.20276565849781036,14,,
,14054,,14,0.5165959596633911,0.8902243375778198
