train_acc,step,train_loss,epoch,val_loss,val_acc
0.859375,49,0.3857988119125366,0,,
0.9375,99,0.2655628025531769,0,,
0.828125,149,0.4969266653060913,0,,
0.84375,199,0.5321411490440369,0,,
0.90625,249,0.288167804479599,0,,
0.921875,299,0.2830897867679596,0,,
0.859375,349,0.4134434759616852,0,,
0.90625,399,0.31268706917762756,0,,
0.96875,449,0.2215002179145813,0,,
0.84375,499,0.37855660915374756,0,,
0.890625,549,0.31659752130508423,0,,
0.921875,599,0.2879875898361206,0,,
0.921875,649,0.3374926447868347,0,,
0.921875,699,0.2822856903076172,0,,
0.890625,749,0.4624481797218323,0,,
0.9375,799,0.30740731954574585,0,,
0.921875,849,0.30585911870002747,0,,
0.828125,899,0.3949163556098938,0,,
,936,,0,0.39907824993133545,0.8811097741127014
0.90625,949,0.282847136259079,1,,
0.859375,999,0.3629463016986847,1,,
0.90625,1049,0.3120990991592407,1,,
0.890625,1099,0.34742939472198486,1,,
0.921875,1149,0.2652256190776825,1,,
0.921875,1199,0.27175116539001465,1,,
0.84375,1249,0.3894864618778229,1,,
0.84375,1299,0.5084216594696045,1,,
0.890625,1349,0.2596997618675232,1,,
0.90625,1399,0.3063538670539856,1,,
0.96875,1449,0.2954597473144531,1,,
0.90625,1499,0.2573433518409729,1,,
0.921875,1549,0.22732295095920563,1,,
0.890625,1599,0.32783353328704834,1,,
0.9375,1649,0.31242167949676514,1,,
0.875,1699,0.3204890489578247,1,,
0.921875,1749,0.279084712266922,1,,
0.921875,1799,0.2568401098251343,1,,
0.90625,1849,0.295717716217041,1,,
,1873,,1,0.4089023470878601,0.8829126358032227
0.90625,1899,0.2793563902378082,2,,
0.90625,1949,0.2853013873100281,2,,
0.875,1999,0.3831818103790283,2,,
0.875,2049,0.3637508749961853,2,,
0.90625,2099,0.3860955238342285,2,,
0.90625,2149,0.35498934984207153,2,,
0.875,2199,0.35727420449256897,2,,
0.9375,2249,0.3158690333366394,2,,
0.9375,2299,0.2266533374786377,2,,
0.859375,2349,0.3830944299697876,2,,
0.9375,2399,0.26887065172195435,2,,
0.890625,2449,0.25096064805984497,2,,
0.859375,2499,0.3430565595626831,2,,
0.90625,2549,0.41536763310432434,2,,
0.953125,2599,0.21913501620292664,2,,
0.953125,2649,0.27682721614837646,2,,
0.875,2699,0.3789401054382324,2,,
0.890625,2749,0.30830156803131104,2,,
0.9375,2799,0.2800469994544983,2,,
,2810,,2,0.3816078305244446,0.8895232081413269
0.9375,2849,0.22761154174804688,3,,
0.9375,2899,0.24843694269657135,3,,
0.90625,2949,0.3215187191963196,3,,
0.90625,2999,0.2726610600948334,3,,
0.90625,3049,0.36230751872062683,3,,
0.90625,3099,0.2582683861255646,3,,
0.875,3149,0.3249850273132324,3,,
0.875,3199,0.3567357361316681,3,,
0.890625,3249,0.38445156812667847,3,,
0.921875,3299,0.2567211091518402,3,,
0.828125,3349,0.3981838822364807,3,,
0.796875,3399,0.6824178695678711,3,,
0.96875,3449,0.1674368977546692,3,,
0.9375,3499,0.3518534302711487,3,,
0.875,3549,0.37031444907188416,3,,
0.875,3599,0.3404994308948517,3,,
0.921875,3649,0.23209840059280396,3,,
0.84375,3699,0.44674715399742126,3,,
,3747,,3,0.3824305534362793,0.8926281929016113
0.921875,3749,0.33470314741134644,4,,
0.9375,3799,0.2686750888824463,4,,
0.90625,3849,0.23097144067287445,4,,
0.9375,3899,0.3321608304977417,4,,
0.859375,3949,0.3838629722595215,4,,
0.9375,3999,0.26631036400794983,4,,
0.96875,4049,0.17866197228431702,4,,
0.9375,4099,0.2712154686450958,4,,
0.921875,4149,0.24134688079357147,4,,
0.90625,4199,0.2711140811443329,4,,
0.90625,4249,0.27974653244018555,4,,
0.890625,4299,0.4805314540863037,4,,
0.890625,4349,0.4309019446372986,4,,
0.9375,4399,0.27055174112319946,4,,
0.84375,4449,0.4440688490867615,4,,
0.96875,4499,0.17694386839866638,4,,
0.96875,4549,0.22064466774463654,4,,
0.890625,4599,0.32352203130722046,4,,
0.921875,4649,0.3295251131057739,4,,
,4684,,4,0.39718958735466003,0.8871194124221802
0.96875,4699,0.22859826683998108,5,,
0.859375,4749,0.4683724343776703,5,,
0.96875,4799,0.19669830799102783,5,,
0.921875,4849,0.27731087803840637,5,,
0.875,4899,0.3915223777294159,5,,
0.953125,4949,0.20844852924346924,5,,
0.953125,4999,0.20191282033920288,5,,
0.9375,5049,0.2384309470653534,5,,
0.90625,5099,0.2839866578578949,5,,
0.921875,5149,0.2866955101490021,5,,
0.9375,5199,0.2957470715045929,5,,
0.859375,5249,0.4058229327201843,5,,
0.9375,5299,0.2870970666408539,5,,
0.96875,5349,0.18391969799995422,5,,
0.921875,5399,0.27197664976119995,5,,
0.96875,5449,0.22846198081970215,5,,
0.9375,5499,0.2504056394100189,5,,
0.90625,5549,0.2946658134460449,5,,
0.953125,5599,0.19467735290527344,5,,
,5621,,5,0.40839269757270813,0.8862179517745972
0.953125,5649,0.19531646370887756,6,,
0.9375,5699,0.22917799651622772,6,,
0.890625,5749,0.4852756857872009,6,,
0.890625,5799,0.33399856090545654,6,,
0.890625,5849,0.3876088857650757,6,,
0.9375,5899,0.27009332180023193,6,,
0.921875,5949,0.28895440697669983,6,,
0.9375,5999,0.21965515613555908,6,,
0.96875,6049,0.21571297943592072,6,,
0.984375,6099,0.15956620872020721,6,,
0.921875,6149,0.2594696283340454,6,,
0.9375,6199,0.22557850182056427,6,,
0.9375,6249,0.20202982425689697,6,,
0.9375,6299,0.21678094565868378,6,,
0.9375,6349,0.19829091429710388,6,,
0.875,6399,0.3660777807235718,6,,
0.921875,6449,0.2047446221113205,6,,
0.9375,6499,0.27678436040878296,6,,
0.953125,6549,0.19762031733989716,6,,
,6558,,6,0.41262415051460266,0.8857171535491943
0.921875,6599,0.30596408247947693,7,,
0.875,6649,0.3346562683582306,7,,
0.9375,6699,0.20716257393360138,7,,
0.984375,6749,0.14170771837234497,7,,
0.859375,6799,0.4192812740802765,7,,
1.0,6849,0.10782380402088165,7,,
0.921875,6899,0.23598630726337433,7,,
0.90625,6949,0.3447561264038086,7,,
0.9375,6999,0.22893935441970825,7,,
0.953125,7049,0.18621030449867249,7,,
0.953125,7099,0.20049014687538147,7,,
0.90625,7149,0.3137105703353882,7,,
0.84375,7199,0.3529655933380127,7,,
0.9375,7249,0.17459815740585327,7,,
0.9375,7299,0.21098802983760834,7,,
0.921875,7349,0.23949164152145386,7,,
0.9375,7399,0.2817368507385254,7,,
0.875,7449,0.2842702865600586,7,,
,7495,,7,0.43044647574424744,0.8900240659713745
0.921875,7499,0.25113773345947266,8,,
0.953125,7549,0.18917255103588104,8,,
0.96875,7599,0.15671370923519135,8,,
0.984375,7649,0.13317866623401642,8,,
